keroml_id,mixture_id,mixture_name,cetane_number_val,cn_less_branch,cn_mean_branch,cn_more_branch,cn_branch_span
KERO_TRDS_A0_000157,CHTA_MXTR_A0_00387,POSF 13784 (HC-HEFA),,47.78846568511824,42.941106906152434,38.09374812718664,9.694717557931597
KERO_TRDS_A0_000158,CHTA_MXTR_A0_00388,POSF 13785 (HC-HEFA),,53.16691278569228,48.27718727397532,43.38746176225837,9.779451023433914
KERO_TRDS_A0_000159,CHTA_MXTR_A0_00389,POSF 13786 (HC-HEFA),,52.067262282698714,46.957076983214314,41.84689168372993,10.220370598968785
KERO_TRDS_A0_000160,CHTA_MXTR_A0_00390,POSF 6152 (HEFA-C),53.94,54.01999998420978,49.534022531959664,45.04804507970954,8.971954904500244
KERO_TRDS_A0_000161,CHTA_MXTR_A0_00391,POSF 5469 (HEFA-F),66.27,57.21787396243873,52.35921191497746,47.500549867516185,9.717324094922546
KERO_TRDS_A0_000162,CHTA_MXTR_A0_00392,POSF 8457 (HA JP-8),,53.344539546683436,48.39830355139487,43.4520675561063,9.892471990577135
KERO_TRDS_A0_000163,CHTA_MXTR_A0_00393,POSF 9818 (HDCJ),,46.118193706231004,43.621750408687234,41.12530711114346,4.992886595087548
KERO_TRDS_A0_000164,CHTA_MXTR_A0_00394,POSF 10136,,53.371530682594134,50.10451531879421,46.83749995499428,6.5340307275998555
KERO_TRDS_A0_000165,CHTA_MXTR_A0_00395,POSF 10326 (SAK),,47.68784731930106,43.65021362239043,39.61257992547981,8.075267393821257
KERO_TRDS_A0_000166,CHTA_MXTR_A0_00396,POSF 4734 (SPK),58.7,58.957185867568725,54.63850488922091,50.31982391087311,8.637361956695614
KERO_TRDS_A0_000167,CHTA_MXTR_A0_00397,POSF 9326 (Jet A),,54.14298227472133,51.472195783193065,48.8014092916648,5.34157298305653
KERO_TRDS_A0_000168,CHTA_MXTR_A0_00398,POSF 7635 (Mixed fats),59.0,65.15460296155959,57.593522377862534,50.03244179416548,15.122161167394111
KERO_TRDS_A0_000169,CHTA_MXTR_A0_00399,DSZ-HM,,53.07547577190973,47.65922337024078,42.24297096857182,10.832504803337912
KERO_TRDS_A0_000170,CHTA_MXTR_A0_00400,RP3-BH,,51.38806158233437,46.55210607033632,41.71615055833827,9.671911023996103
KERO_TRDS_A0_000171,CHTA_MXTR_A0_00401,M190-2,,49.9287708582643,41.314027207792286,32.69928355732027,17.22948730094403
KERO_TRDS_A0_000172,CHTA_MXTR_A0_00402,MY-1#,,53.06422656569323,48.685501732943536,44.30677690019383,8.7574496654994
KERO_TRDS_A0_000173,CHTA_MXTR_A0_00403,MY-2#,,48.92726596692908,43.8459577360626,38.764649505196125,10.162616461732952
KERO_TRDS_A0_000174,CHTA_MXTR_A0_00404,TD-06,,52.229012297814805,47.158385350617465,42.087758403420125,10.14125389439468
KERO_TRDS_A0_000175,CHTA_MXTR_A0_00405,MT1112,,53.533117015829724,49.38563821727259,45.23815941871546,8.294957597114262
